relative_altitude_ft,vertical_rate_ft_s,tau_sec,previous_advisory,optimal_advisory
-700,37.5,33,2,RIGHT
-700,37.5,34,0,COC
-700,37.5,34,1,COC
-700,37.5,34,2,RIGHT
-700,37.5,35,0,COC
-700,37.5,35,1,COC
-700,37.5,35,2,RIGHT
-700,37.5,36,0,COC
-700,37.5,36,1,COC
-700,37.5,36,2,RIGHT
-700,37.5,37,0,COC
-700,37.5,37,1,COC
-700,37.5,37,2,RIGHT
-700,37.5,38,0,COC
-700,37.5,38,1,COC
-700,37.5,38,2,RIGHT
-700,37.5,39,0,COC
-700,37.5,39,1,COC
-700,37.5,39,2,RIGHT
-700,37.5,40,0,COC
-700,37.5,40,1,COC
-700,37.5,40,2,RIGHT
-700,41.6666666666667,0,0,COC
-700,41.6666666666667,0,1,COC
-700,41.6666666666667,0,2,COC
-700,41.6666666666667,1,0,COC
-700,41.6666666666667,1,1,COC
-700,41.6666666666667,1,2,COC
-700,41.6666666666667,2,0,COC
-700,41.6666666666667,2,1,COC
-700,41.6666666666667,2,2,COC
-700,41.6666666666667,3,0,COC
-700,41.6666666666667,3,1,COC
-700,41.6666666666667,3,2,COC
-700,41.6666666666667,4,0,COC
-700,41.6666666666667,4,1,COC
-700,41.6666666666667,4,2,COC
-700,41.6666666666667,5,0,COC
-700,41.6666666666667,5,1,COC
-700,41.6666666666667,5,2,COC
-700,41.6666666666667,6,0,COC
-700,41.6666666666667,6,1,COC
-700,41.6666666666667,6,2,COC
-700,41.6666666666667,7,0,COC
-700,41.6666666666667,7,1,COC
-700,41.6666666666667,7,2,RIGHT
-700,41.6666666666667,8,0,RIGHT
-700,41.6666666666667,8,1,LEFT
-700,41.6666666666667,8,2,RIGHT
-700,41.6666666666667,9,0,RIGHT
-700,41.6666666666667,9,1,LEFT
-700,41.6666666666667,9,2,RIGHT
-700,41.6666666666667,10,0,RIGHT
-700,41.6666666666667,10,1,LEFT
-700,41.6666666666667,10,2,RIGHT
-700,41.6666666666667,11,0,RIGHT
-700,41.6666666666667,11,1,RIGHT
-700,41.6666666666667,11,2,RIGHT
-700,41.6666666666667,12,0,RIGHT
-700,41.6666666666667,12,1,RIGHT
-700,41.6666666666667,12,2,RIGHT
-700,41.6666666666667,13,0,RIGHT
-700,41.6666666666667,13,1,COC
-700,41.6666666666667,13,2,RIGHT
-700,41.6666666666667,14,0,RIGHT
-700,41.6666666666667,14,1,COC
-700,41.6666666666667,14,2,RIGHT
-700,41.6666666666667,15,0,RIGHT
-700,41.6666666666667,15,1,COC
-700,41.6666666666667,15,2,RIGHT
-700,41.6666666666667,16,0,RIGHT
-700,41.6666666666667,16,1,COC
-700,41.6666666666667,16,2,RIGHT
-700,41.6666666666667,17,0,RIGHT
-700,41.6666666666667,17,1,COC
-700,41.6666666666667,17,2,RIGHT
-700,41.6666666666667,18,0,RIGHT
-700,41.6666666666667,18,1,COC
-700,41.6666666666667,18,2,RIGHT
-700,41.6666666666667,19,0,RIGHT
-700,41.6666666666667,19,1,COC
-700,41.6666666666667,19,2,RIGHT
-700,41.6666666666667,20,0,RIGHT
-700,41.6666666666667,20,1,COC
-700,41.6666666666667,20,2,RIGHT
-700,41.6666666666667,21,0,RIGHT
-700,41.6666666666667,21,1,COC
-700,41.6666666666667,21,2,RIGHT
-700,41.6666666666667,22,0,RIGHT
-700,41.6666666666667,22,1,COC
-700,41.6666666666667,22,2,RIGHT
-700,41.6666666666667,23,0,RIGHT
-700,41.6666666666667,23,1,COC
-700,41.6666666666667,23,2,RIGHT
-700,41.6666666666667,24,0,RIGHT
-700,41.6666666666667,24,1,COC
-700,41.6666666666667,24,2,RIGHT
-700,41.6666666666667,25,0,RIGHT
-700,41.6666666666667,25,1,COC
-700,41.6666666666667,25,2,RIGHT
-700,41.6666666666667,26,0,RIGHT
-700,41.6666666666667,26,1,COC
-700,41.6666666666667,26,2,RIGHT
-700,41.6666666666667,27,0,RIGHT
-700,41.6666666666667,27,1,COC
-700,41.6666666666667,27,2,RIGHT
-700,41.6666666666667,28,0,RIGHT
-700,41.6666666666667,28,1,COC
-700,41.6666666666667,28,2,RIGHT
-700,41.6666666666667,29,0,RIGHT
-700,41.6666666666667,29,1,COC
-700,41.6666666666667,29,2,RIGHT
-700,41.6666666666667,30,0,RIGHT
-700,41.6666666666667,30,1,COC
-700,41.6666666666667,30,2,RIGHT
-700,41.6666666666667,31,0,COC
-700,41.6666666666667,31,1,COC
-700,41.6666666666667,31,2,RIGHT
-700,41.6666666666667,32,0,COC
-700,41.6666666666667,32,1,COC
-700,41.6666666666667,32,2,RIGHT
-700,41.6666666666667,33,0,COC
-700,41.6666666666667,33,1,COC
-700,41.6666666666667,33,2,RIGHT
-700,41.6666666666667,34,0,COC
-700,41.6666666666667,34,1,COC
-700,41.6666666666667,34,2,RIGHT
-700,41.6666666666667,35,0,COC
-700,41.6666666666667,35,1,COC
-700,41.6666666666667,35,2,RIGHT
-700,41.6666666666667,36,0,COC
-700,41.6666666666667,36,1,COC
-700,41.6666666666667,36,2,RIGHT
-700,41.6666666666667,37,0,COC
-700,41.6666666666667,37,1,COC
-700,41.6666666666667,37,2,RIGHT
-700,41.6666666666667,38,0,COC
-700,41.6666666666667,38,1,COC
-700,41.6666666666667,38,2,RIGHT
-700,41.6666666666667,39,0,COC
-700,41.6666666666667,39,1,COC
-700,41.6666666666667,39,2,RIGHT
-700,41.6666666666667,40,0,COC
-700,41.6666666666667,40,1,COC
-700,41.6666666666667,40,2,RIGHT
-700,45.8333333333333,0,0,COC
-700,45.8333333333333,0,1,COC
-700,45.8333333333333,0,2,COC
-700,45.8333333333333,1,0,COC
-700,45.8333333333333,1,1,COC
-700,45.8333333333333,1,2,COC
-700,45.8333333333333,2,0,COC
-700,45.8333333333333,2,1,COC
-700,45.8333333333333,2,2,COC
-700,45.8333333333333,3,0,COC
-700,45.8333333333333,3,1,COC
-700,45.8333333333333,3,2,COC
-700,45.8333333333333,4,0,COC
-700,45.8333333333333,4,1,COC
-700,45.8333333333333,4,2,COC
-700,45.8333333333333,5,0,COC
-700,45.8333333333333,5,1,COC
-700,45.8333333333333,5,2,COC
-700,45.8333333333333,6,0,COC
-700,45.8333333333333,6,1,COC
-700,45.8333333333333,6,2,COC
-700,45.8333333333333,7,0,RIGHT
-700,45.8333333333333,7,1,COC
-700,45.8333333333333,7,2,RIGHT
-700,45.8333333333333,8,0,RIGHT
-700,45.8333333333333,8,1,LEFT
-700,45.8333333333333,8,2,RIGHT
-700,45.8333333333333,9,0,RIGHT
-700,45.8333333333333,9,1,RIGHT
-700,45.8333333333333,9,2,RIGHT
-700,45.8333333333333,10,0,RIGHT
-700,45.8333333333333,10,1,RIGHT
-700,45.8333333333333,10,2,RIGHT
-700,45.8333333333333,11,0,RIGHT
-700,45.8333333333333,11,1,RIGHT
-700,45.8333333333333,11,2,RIGHT
-700,45.8333333333333,12,0,RIGHT
-700,45.8333333333333,12,1,RIGHT
-700,45.8333333333333,12,2,RIGHT
-700,45.8333333333333,13,0,RIGHT
-700,45.8333333333333,13,1,RIGHT
-700,45.8333333333333,13,2,RIGHT
-700,45.8333333333333,14,0,RIGHT
-700,45.8333333333333,14,1,RIGHT
-700,45.8333333333333,14,2,RIGHT
-700,45.8333333333333,15,0,RIGHT
-700,45.8333333333333,15,1,RIGHT
-700,45.8333333333333,15,2,RIGHT
-700,45.8333333333333,16,0,RIGHT
-700,45.8333333333333,16,1,COC
-700,45.8333333333333,16,2,RIGHT
-700,45.8333333333333,17,0,RIGHT
-700,45.8333333333333,17,1,COC
-700,45.8333333333333,17,2,RIGHT
-700,45.8333333333333,18,0,RIGHT
-700,45.8333333333333,18,1,COC
-700,45.8333333333333,18,2,RIGHT
-700,45.8333333333333,19,0,RIGHT
-700,45.8333333333333,19,1,COC
-700,45.8333333333333,19,2,RIGHT
-700,45.8333333333333,20,0,RIGHT
-700,45.8333333333333,20,1,COC
-700,45.8333333333333,20,2,RIGHT
-700,45.8333333333333,21,0,RIGHT
-700,45.8333333333333,21,1,COC
-700,45.8333333333333,21,2,RIGHT
-700,45.8333333333333,22,0,RIGHT
-700,45.8333333333333,22,1,COC
-700,45.8333333333333,22,2,RIGHT
-700,45.8333333333333,23,0,RIGHT
-700,45.8333333333333,23,1,COC
-700,45.8333333333333,23,2,RIGHT
-700,45.8333333333333,24,0,RIGHT
-700,45.8333333333333,24,1,COC
-700,45.8333333333333,24,2,RIGHT
-700,45.8333333333333,25,0,RIGHT
-700,45.8333333333333,25,1,COC
-700,45.8333333333333,25,2,RIGHT
-700,45.8333333333333,26,0,RIGHT
-700,45.8333333333333,26,1,COC
-700,45.8333333333333,26,2,RIGHT
-700,45.8333333333333,27,0,RIGHT
-700,45.8333333333333,27,1,COC
-700,45.8333333333333,27,2,RIGHT
-700,45.8333333333333,28,0,RIGHT
-700,45.8333333333333,28,1,COC
-700,45.8333333333333,28,2,RIGHT
-700,45.8333333333333,29,0,RIGHT
-700,45.8333333333333,29,1,COC
-700,45.8333333333333,29,2,RIGHT
-700,45.8333333333333,30,0,COC
-700,45.8333333333333,30,1,COC
-700,45.8333333333333,30,2,RIGHT
-700,45.8333333333333,31,0,COC
-700,45.8333333333333,31,1,COC
-700,45.8333333333333,31,2,RIGHT
-700,45.8333333333333,32,0,COC
-700,45.8333333333333,32,1,COC
-700,45.8333333333333,32,2,RIGHT
-700,45.8333333333333,33,0,COC
-700,45.8333333333333,33,1,COC
-700,45.8333333333333,33,2,RIGHT
-700,45.8333333333333,34,0,COC
-700,45.8333333333333,34,1,COC
-700,45.8333333333333,34,2,RIGHT
-700,45.8333333333333,35,0,COC
-700,45.8333333333333,35,1,COC
-700,45.8333333333333,35,2,RIGHT
-700,45.8333333333333,36,0,COC
-700,45.8333333333333,36,1,COC
-700,45.8333333333333,36,2,RIGHT
-700,45.8333333333333,37,0,COC
-700,45.8333333333333,37,1,COC
-700,45.8333333333333,37,2,RIGHT
-700,45.8333333333333,38,0,COC
-700,45.8333333333333,38,1,COC
-700,45.8333333333333,38,2,RIGHT
-700,45.8333333333333,39,0,COC
-700,45.8333333333333,39,1,COC
-700,45.8333333333333,39,2,RIGHT
-700,45.8333333333333,40,0,COC
-700,45.8333333333333,40,1,COC
-700,45.8333333333333,40,2,RIGHT
-700,50,0,0,COC
-700,50,0,1,COC
-700,50,0,2,COC
-700,50,1,0,COC
-700,50,1,1,COC
-700,50,1,2,COC
-700,50,2,0,COC
-700,50,2,1,COC
-700,50,2,2,COC
-700,50,3,0,COC
-700,50,3,1,COC
-700,50,3,2,COC
-700,50,4,0,COC
-700,50,4,1,COC
-700,50,4,2,COC
-700,50,5,0,COC
-700,50,5,1,COC
-700,50,5,2,COC
-700,50,6,0,COC
-700,50,6,1,COC
-700,50,6,2,COC
-700,50,7,0,RIGHT
-700,50,7,1,COC
-700,50,7,2,RIGHT
-700,50,8,0,RIGHT
-700,50,8,1,RIGHT
-700,50,8,2,RIGHT
-700,50,9,0,RIGHT
-700,50,9,1,RIGHT
-700,50,9,2,RIGHT
-700,50,10,0,RIGHT
-700,50,10,1,RIGHT
-700,50,10,2,RIGHT
-700,50,11,0,RIGHT
-700,50,11,1,RIGHT
-700,50,11,2,RIGHT
-700,50,12,0,RIGHT
-700,50,12,1,RIGHT
-700,50,12,2,RIGHT
-700,50,13,0,RIGHT
-700,50,13,1,RIGHT
-700,50,13,2,RIGHT
-700,50,14,0,RIGHT
-700,50,14,1,RIGHT
-700,50,14,2,RIGHT
-700,50,15,0,RIGHT
-700,50,15,1,RIGHT
-700,50,15,2,RIGHT
-700,50,16,0,RIGHT
-700,50,16,1,RIGHT
-700,50,16,2,RIGHT
-700,50,17,0,RIGHT
-700,50,17,1,RIGHT
-700,50,17,2,RIGHT
-700,50,18,0,RIGHT
-700,50,18,1,RIGHT
-700,50,18,2,RIGHT
-700,50,19,0,RIGHT
-700,50,19,1,COC
-700,50,19,2,RIGHT
-700,50,20,0,RIGHT
-700,50,20,1,COC
-700,50,20,2,RIGHT
-700,50,21,0,RIGHT
-700,50,21,1,COC
-700,50,21,2,RIGHT
-700,50,22,0,RIGHT
-700,50,22,1,COC
-700,50,22,2,RIGHT
-700,50,23,0,RIGHT
-700,50,23,1,COC
-700,50,23,2,RIGHT
-700,50,24,0,RIGHT
-700,50,24,1,COC
-700,50,24,2,RIGHT
-700,50,25,0,RIGHT
-700,50,25,1,COC
-700,50,25,2,RIGHT
-700,50,26,0,RIGHT
-700,50,26,1,COC
-700,50,26,2,RIGHT
-700,50,27,0,RIGHT
-700,50,27,1,COC
-700,50,27,2,RIGHT
-700,50,28,0,COC
-700,50,28,1,COC
-700,50,28,2,RIGHT
-700,50,29,0,COC
-700,50,29,1,COC
-700,50,29,2,RIGHT
-700,50,30,0,COC
-700,50,30,1,COC
-700,50,30,2,RIGHT
-700,50,31,0,COC
-700,50,31,1,COC
-700,50,31,2,RIGHT
-700,50,32,0,COC
-700,50,32,1,COC
-700,50,32,2,RIGHT
-700,50,33,0,COC
-700,50,33,1,COC
-700,50,33,2,RIGHT
-700,50,34,0,COC
-700,50,34,1,COC
-700,50,34,2,RIGHT
-700,50,35,0,COC
-700,50,35,1,COC
-700,50,35,2,RIGHT
-700,50,36,0,COC
-700,50,36,1,COC
-700,50,36,2,RIGHT
-700,50,37,0,COC
-700,50,37,1,COC
-700,50,37,2,RIGHT
-700,50,38,0,COC
-700,50,38,1,COC
-700,50,38,2,RIGHT
-700,50,39,0,COC
-700,50,39,1,COC
-700,50,39,2,COC
-700,50,40,0,COC
-700,50,40,1,COC
-700,50,40,2,COC
-700,54.1666666666667,0,0,COC
-700,54.1666666666667,0,1,COC
-700,54.1666666666667,0,2,COC
-700,54.1666666666667,1,0,COC
-700,54.1666666666667,1,1,COC
-700,54.1666666666667,1,2,COC
-700,54.1666666666667,2,0,COC
-700,54.1666666666667,2,1,COC
-700,54.1666666666667,2,2,COC
-700,54.1666666666667,3,0,COC
-700,54.1666666666667,3,1,COC
-700,54.1666666666667,3,2,COC
-700,54.1666666666667,4,0,COC
-700,54.1666666666667,4,1,COC
-700,54.1666666666667,4,2,COC
-700,54.1666666666667,5,0,COC
-700,54.1666666666667,5,1,COC
-700,54.1666666666667,5,2,COC
-700,54.1666666666667,6,0,COC
-700,54.1666666666667,6,1,COC
-700,54.1666666666667,6,2,COC
-700,54.1666666666667,7,0,RIGHT
-700,54.1666666666667,7,1,LEFT
-700,54.1666666666667,7,2,RIGHT
-700,54.1666666666667,8,0,RIGHT
-700,54.1666666666667,8,1,RIGHT
-700,54.1666666666667,8,2,RIGHT
-700,54.1666666666667,9,0,RIGHT
-700,54.1666666666667,9,1,RIGHT
-700,54.1666666666667,9,2,RIGHT
-700,54.1666666666667,10,0,RIGHT
-700,54.1666666666667,10,1,RIGHT
-700,54.1666666666667,10,2,RIGHT
-700,54.1666666666667,11,0,RIGHT
-700,54.1666666666667,11,1,RIGHT
-700,54.1666666666667,11,2,RIGHT
-700,54.1666666666667,12,0,RIGHT
-700,54.1666666666667,12,1,RIGHT
-700,54.1666666666667,12,2,RIGHT
-700,54.1666666666667,13,0,RIGHT
-700,54.1666666666667,13,1,RIGHT
-700,54.1666666666667,13,2,RIGHT
-700,54.1666666666667,14,0,RIGHT
-700,54.1666666666667,14,1,RIGHT
-700,54.1666666666667,14,2,RIGHT
-700,54.1666666666667,15,0,RIGHT
-700,54.1666666666667,15,1,RIGHT
-700,54.1666666666667,15,2,RIGHT
-700,54.1666666666667,16,0,RIGHT
-700,54.1666666666667,16,1,RIGHT
-700,54.1666666666667,16,2,RIGHT
-700,54.1666666666667,17,0,RIGHT
-700,54.1666666666667,17,1,RIGHT
-700,54.1666666666667,17,2,RIGHT
-700,54.1666666666667,18,0,RIGHT
-700,54.1666666666667,18,1,RIGHT
-700,54.1666666666667,18,2,RIGHT
-700,54.1666666666667,19,0,RIGHT
-700,54.1666666666667,19,1,RIGHT
-700,54.1666666666667,19,2,RIGHT
-700,54.1666666666667,20,0,RIGHT
-700,54.1666666666667,20,1,COC
-700,54.1666666666667,20,2,RIGHT
-700,54.1666666666667,21,0,RIGHT
-700,54.1666666666667,21,1,COC
-700,54.1666666666667,21,2,RIGHT
-700,54.1666666666667,22,0,RIGHT
-700,54.1666666666667,22,1,COC
-700,54.1666666666667,22,2,RIGHT
-700,54.1666666666667,23,0,RIGHT
-700,54.1666666666667,23,1,COC
-700,54.1666666666667,23,2,RIGHT
-700,54.1666666666667,24,0,RIGHT
-700,54.1666666666667,24,1,COC
-700,54.1666666666667,24,2,RIGHT
-700,54.1666666666667,25,0,RIGHT
-700,54.1666666666667,25,1,COC
-700,54.1666666666667,25,2,RIGHT
-700,54.1666666666667,26,0,COC
-700,54.1666666666667,26,1,COC
-700,54.1666666666667,26,2,RIGHT
-700,54.1666666666667,27,0,COC
-700,54.1666666666667,27,1,COC
-700,54.1666666666667,27,2,RIGHT
-700,54.1666666666667,28,0,COC
-700,54.1666666666667,28,1,COC
-700,54.1666666666667,28,2,RIGHT
-700,54.1666666666667,29,0,COC
-700,54.1666666666667,29,1,COC
-700,54.1666666666667,29,2,RIGHT
-700,54.1666666666667,30,0,COC
-700,54.1666666666667,30,1,COC
-700,54.1666666666667,30,2,RIGHT
-700,54.1666666666667,31,0,COC
-700,54.1666666666667,31,1,COC
-700,54.1666666666667,31,2,RIGHT
-700,54.1666666666667,32,0,COC
-700,54.1666666666667,32,1,COC
-700,54.1666666666667,32,2,RIGHT
-700,54.1666666666667,33,0,COC
-700,54.1666666666667,33,1,COC
-700,54.1666666666667,33,2,RIGHT
-700,54.1666666666667,34,0,COC
-700,54.1666666666667,34,1,COC
-700,54.1666666666667,34,2,RIGHT
-700,54.1666666666667,35,0,COC
-700,54.1666666666667,35,1,COC
-700,54.1666666666667,35,2,COC
-700,54.1666666666667,36,0,COC
-700,54.1666666666667,36,1,COC
-700,54.1666666666667,36,2,COC
-700,54.1666666666667,37,0,COC
-700,54.1666666666667,37,1,COC
-700,54.1666666666667,37,2,COC
-700,54.1666666666667,38,0,COC
-700,54.1666666666667,38,1,COC
-700,54.1666666666667,38,2,COC
-700,54.1666666666667,39,0,COC
-700,54.1666666666667,39,1,COC
-700,54.1666666666667,39,2,COC
-700,54.1666666666667,40,0,COC
-700,54.1666666666667,40,1,COC
-700,54.1666666666667,40,2,COC
-700,58.3333333333333,0,0,COC
-700,58.3333333333333,0,1,COC
-700,58.3333333333333,0,2,COC
-700,58.3333333333333,1,0,COC
-700,58.3333333333333,1,1,COC
-700,58.3333333333333,1,2,COC
-700,58.3333333333333,2,0,COC
-700,58.3333333333333,2,1,COC
-700,58.3333333333333,2,2,COC
-700,58.3333333333333,3,0,COC
-700,58.3333333333333,3,1,COC
-700,58.3333333333333,3,2,COC
-700,58.3333333333333,4,0,COC
-700,58.3333333333333,4,1,COC
-700,58.3333333333333,4,2,COC
-700,58.3333333333333,5,0,COC
-700,58.3333333333333,5,1,COC
-700,58.3333333333333,5,2,COC
-700,58.3333333333333,6,0,COC
-700,58.3333333333333,6,1,COC
-700,58.3333333333333,6,2,COC
-700,58.3333333333333,7,0,RIGHT
-700,58.3333333333333,7,1,RIGHT
-700,58.3333333333333,7,2,RIGHT
-700,58.3333333333333,8,0,RIGHT
-700,58.3333333333333,8,1,RIGHT
-700,58.3333333333333,8,2,RIGHT
-700,58.3333333333333,9,0,RIGHT
-700,58.3333333333333,9,1,RIGHT
-700,58.3333333333333,9,2,RIGHT
-700,58.3333333333333,10,0,RIGHT
-700,58.3333333333333,10,1,RIGHT
-700,58.3333333333333,10,2,RIGHT
-700,58.3333333333333,11,0,RIGHT
-700,58.3333333333333,11,1,RIGHT
-700,58.3333333333333,11,2,RIGHT
-700,58.3333333333333,12,0,RIGHT
-700,58.3333333333333,12,1,RIGHT
-700,58.3333333333333,12,2,RIGHT
-700,58.3333333333333,13,0,RIGHT
-700,58.3333333333333,13,1,RIGHT
-700,58.3333333333333,13,2,RIGHT
-700,58.3333333333333,14,0,RIGHT
-700,58.3333333333333,14,1,RIGHT
-700,58.3333333333333,14,2,RIGHT
-700,58.3333333333333,15,0,RIGHT
-700,58.3333333333333,15,1,RIGHT
-700,58.3333333333333,15,2,RIGHT
-700,58.3333333333333,16,0,RIGHT
-700,58.3333333333333,16,1,RIGHT
-700,58.3333333333333,16,2,RIGHT
-700,58.3333333333333,17,0,RIGHT
-700,58.3333333333333,17,1,RIGHT
-700,58.3333333333333,17,2,RIGHT
-700,58.3333333333333,18,0,RIGHT
-700,58.3333333333333,18,1,RIGHT
-700,58.3333333333333,18,2,RIGHT
-700,58.3333333333333,19,0,RIGHT
-700,58.3333333333333,19,1,RIGHT
-700,58.3333333333333,19,2,RIGHT
-700,58.3333333333333,20,0,RIGHT
-700,58.3333333333333,20,1,COC
-700,58.3333333333333,20,2,RIGHT
-700,58.3333333333333,21,0,RIGHT
-700,58.3333333333333,21,1,COC
-700,58.3333333333333,21,2,RIGHT
-700,58.3333333333333,22,0,RIGHT
-700,58.3333333333333,22,1,COC
-700,58.3333333333333,22,2,RIGHT
-700,58.3333333333333,23,0,RIGHT
-700,58.3333333333333,23,1,COC
-700,58.3333333333333,23,2,RIGHT
-700,58.3333333333333,24,0,COC
-700,58.3333333333333,24,1,COC
-700,58.3333333333333,24,2,RIGHT
-700,58.3333333333333,25,0,COC
-700,58.3333333333333,25,1,COC
-700,58.3333333333333,25,2,RIGHT
-700,58.3333333333333,26,0,COC
-700,58.3333333333333,26,1,COC
-700,58.3333333333333,26,2,RIGHT
-700,58.3333333333333,27,0,COC
-700,58.3333333333333,27,1,COC
-700,58.3333333333333,27,2,RIGHT
-700,58.3333333333333,28,0,COC
-700,58.3333333333333,28,1,COC
-700,58.3333333333333,28,2,RIGHT
-700,58.3333333333333,29,0,COC
-700,58.3333333333333,29,1,COC
-700,58.3333333333333,29,2,RIGHT
-700,58.3333333333333,30,0,COC
-700,58.3333333333333,30,1,COC
-700,58.3333333333333,30,2,RIGHT
-700,58.3333333333333,31,0,COC
-700,58.3333333333333,31,1,COC
-700,58.3333333333333,31,2,COC
-700,58.3333333333333,32,0,COC
-700,58.3333333333333,32,1,COC
-700,58.3333333333333,32,2,COC
-700,58.3333333333333,33,0,COC
-700,58.3333333333333,33,1,COC
-700,58.3333333333333,33,2,COC
-700,58.3333333333333,34,0,COC
-700,58.3333333333333,34,1,COC
-700,58.3333333333333,34,2,COC
-700,58.3333333333333,35,0,COC
-700,58.3333333333333,35,1,COC
-700,58.3333333333333,35,2,COC
-700,58.3333333333333,36,0,COC
-700,58.3333333333333,36,1,COC
-700,58.3333333333333,36,2,COC
-700,58.3333333333333,37,0,COC
-700,58.3333333333333,37,1,COC
-700,58.3333333333333,37,2,COC
-700,58.3333333333333,38,0,COC
-700,58.3333333333333,38,1,COC
-700,58.3333333333333,38,2,COC
-700,58.3333333333333,39,0,COC
-700,58.3333333333333,39,1,COC
-700,58.3333333333333,39,2,COC
-700,58.3333333333333,40,0,COC
-700,58.3333333333333,40,1,COC
-700,58.3333333333333,40,2,COC
-700,62.5,0,0,COC
-700,62.5,0,1,COC
-700,62.5,0,2,COC
-700,62.5,1,0,COC
-700,62.5,1,1,COC
-700,62.5,1,2,COC
-700,62.5,2,0,COC
-700,62.5,2,1,COC
-700,62.5,2,2,COC
-700,62.5,3,0,COC
-700,62.5,3,1,COC
-700,62.5,3,2,COC
-700,62.5,4,0,COC
-700,62.5,4,1,COC
-700,62.5,4,2,COC
-700,62.5,5,0,COC
-700,62.5,5,1,COC
-700,62.5,5,2,COC
-700,62.5,6,0,COC
-700,62.5,6,1,COC
-700,62.5,6,2,COC
-700,62.5,7,0,RIGHT
-700,62.5,7,1,RIGHT
-700,62.5,7,2,RIGHT
-700,62.5,8,0,RIGHT
-700,62.5,8,1,RIGHT
-700,62.5,8,2,RIGHT
-700,62.5,9,0,RIGHT
-700,62.5,9,1,RIGHT
-700,62.5,9,2,RIGHT
-700,62.5,10,0,RIGHT
-700,62.5,10,1,RIGHT
-700,62.5,10,2,RIGHT
-700,62.5,11,0,RIGHT
-700,62.5,11,1,RIGHT
-700,62.5,11,2,RIGHT
-700,62.5,12,0,RIGHT
-700,62.5,12,1,RIGHT
-700,62.5,12,2,RIGHT
-700,62.5,13,0,RIGHT
-700,62.5,13,1,RIGHT
-700,62.5,13,2,RIGHT
-700,62.5,14,0,RIGHT
-700,62.5,14,1,RIGHT
-700,62.5,14,2,RIGHT
-700,62.5,15,0,RIGHT
-700,62.5,15,1,RIGHT
-700,62.5,15,2,RIGHT
-700,62.5,16,0,RIGHT
-700,62.5,16,1,RIGHT
-700,62.5,16,2,RIGHT
-700,62.5,17,0,RIGHT
-700,62.5,17,1,RIGHT
-700,62.5,17,2,RIGHT
-700,62.5,18,0,RIGHT
-700,62.5,18,1,RIGHT
-700,62.5,18,2,RIGHT
-700,62.5,19,0,RIGHT
-700,62.5,19,1,LEFT
-700,62.5,19,2,RIGHT
-700,62.5,20,0,RIGHT
-700,62.5,20,1,LEFT
-700,62.5,20,2,RIGHT
-700,62.5,21,0,RIGHT
-700,62.5,21,1,LEFT
-700,62.5,21,2,RIGHT
-700,62.5,22,0,RIGHT
-700,62.5,22,1,LEFT
-700,62.5,22,2,RIGHT
-700,62.5,23,0,COC
-700,62.5,23,1,LEFT
-700,62.5,23,2,RIGHT
-700,62.5,24,0,COC
-700,62.5,24,1,LEFT
-700,62.5,24,2,RIGHT
-700,62.5,25,0,COC
-700,62.5,25,1,COC
-700,62.5,25,2,RIGHT
-700,62.5,26,0,COC
-700,62.5,26,1,COC
-700,62.5,26,2,RIGHT
-700,62.5,27,0,COC
-700,62.5,27,1,COC
-700,62.5,27,2,COC
-700,62.5,28,0,COC
-700,62.5,28,1,COC
-700,62.5,28,2,COC
